chain__,iter__,draw__,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta,sigma,gamma,phi_inv,rho,incidence[1],incidence[2],incidence[3],incidence[4],incidence[5],incidence[6],incidence[7],incidence[8],incidence[9],incidence[10],incidence[11],incidence[12],incidence[13],incidence[14],incidence[15],incidence[16],incidence[17],incidence[18],incidence[19],incidence[20],incidence[21],incidence[22],incidence[23],incidence[24],incidence[25],incidence[26],incidence[27],incidence[28],incidence[29],incidence[30],incidence[31],incidence[32],incidence[33],incidence[34],incidence[35],incidence[36],incidence[37],incidence[38],incidence[39],incidence[40],incidence[41],incidence[42],incidence[43],incidence[44],incidence[45],incidence[46],incidence[47],incidence[48],incidence[49],incidence[50],incidence[51],incidence[52],incidence[53],incidence[54],incidence[55],incidence[56],incidence[57],incidence[58],incidence[59],incidence[60],incidence[61],incidence[62],incidence[63],incidence[64],incidence[65],incidence[66],incidence[67],incidence[68],incidence[69],incidence[70],incidence[71],incidence[72],incidence[73],incidence[74],incidence[75],incidence[76],incidence[77],incidence[78],incidence[79],incidence[80],incidence[81],incidence[82],incidence[83],incidence[84],incidence[85],incidence[86],incidence[87],incidence[88],incidence[89],incidence[90],incidence[91],phi,theta[1],theta[2],theta[3],"y_pred[1,1]","y_pred[2,1]","y_pred[3,1]","y_pred[4,1]","y_pred[5,1]","y_pred[6,1]","y_pred[7,1]","y_pred[8,1]","y_pred[9,1]","y_pred[10,1]","y_pred[11,1]","y_pred[12,1]","y_pred[13,1]","y_pred[14,1]","y_pred[15,1]","y_pred[16,1]","y_pred[17,1]","y_pred[18,1]","y_pred[19,1]","y_pred[20,1]","y_pred[21,1]","y_pred[22,1]","y_pred[23,1]","y_pred[24,1]","y_pred[25,1]","y_pred[26,1]","y_pred[27,1]","y_pred[28,1]","y_pred[29,1]","y_pred[30,1]","y_pred[31,1]","y_pred[32,1]","y_pred[33,1]","y_pred[34,1]","y_pred[35,1]","y_pred[36,1]","y_pred[37,1]","y_pred[38,1]","y_pred[39,1]","y_pred[40,1]","y_pred[41,1]","y_pred[42,1]","y_pred[43,1]","y_pred[44,1]","y_pred[45,1]","y_pred[46,1]","y_pred[47,1]","y_pred[48,1]","y_pred[49,1]","y_pred[50,1]","y_pred[51,1]","y_pred[52,1]","y_pred[53,1]","y_pred[54,1]","y_pred[55,1]","y_pred[56,1]","y_pred[57,1]","y_pred[58,1]","y_pred[59,1]","y_pred[60,1]","y_pred[61,1]","y_pred[62,1]","y_pred[63,1]","y_pred[64,1]","y_pred[65,1]","y_pred[66,1]","y_pred[67,1]","y_pred[68,1]","y_pred[69,1]","y_pred[70,1]","y_pred[71,1]","y_pred[72,1]","y_pred[73,1]","y_pred[74,1]","y_pred[75,1]","y_pred[76,1]","y_pred[77,1]","y_pred[78,1]","y_pred[79,1]","y_pred[80,1]","y_pred[81,1]","y_pred[82,1]","y_pred[83,1]","y_pred[84,1]","y_pred[85,1]","y_pred[86,1]","y_pred[87,1]","y_pred[88,1]","y_pred[89,1]","y_pred[90,1]","y_pred[91,1]","y_pred[1,2]","y_pred[2,2]","y_pred[3,2]","y_pred[4,2]","y_pred[5,2]","y_pred[6,2]","y_pred[7,2]","y_pred[8,2]","y_pred[9,2]","y_pred[10,2]","y_pred[11,2]","y_pred[12,2]","y_pred[13,2]","y_pred[14,2]","y_pred[15,2]","y_pred[16,2]","y_pred[17,2]","y_pred[18,2]","y_pred[19,2]","y_pred[20,2]","y_pred[21,2]","y_pred[22,2]","y_pred[23,2]","y_pred[24,2]","y_pred[25,2]","y_pred[26,2]","y_pred[27,2]","y_pred[28,2]","y_pred[29,2]","y_pred[30,2]","y_pred[31,2]","y_pred[32,2]","y_pred[33,2]","y_pred[34,2]","y_pred[35,2]","y_pred[36,2]","y_pred[37,2]","y_pred[38,2]","y_pred[39,2]","y_pred[40,2]","y_pred[41,2]","y_pred[42,2]","y_pred[43,2]","y_pred[44,2]","y_pred[45,2]","y_pred[46,2]","y_pred[47,2]","y_pred[48,2]","y_pred[49,2]","y_pred[50,2]","y_pred[51,2]","y_pred[52,2]","y_pred[53,2]","y_pred[54,2]","y_pred[55,2]","y_pred[56,2]","y_pred[57,2]","y_pred[58,2]","y_pred[59,2]","y_pred[60,2]","y_pred[61,2]","y_pred[62,2]","y_pred[63,2]","y_pred[64,2]","y_pred[65,2]","y_pred[66,2]","y_pred[67,2]","y_pred[68,2]","y_pred[69,2]","y_pred[70,2]","y_pred[71,2]","y_pred[72,2]","y_pred[73,2]","y_pred[74,2]","y_pred[75,2]","y_pred[76,2]","y_pred[77,2]","y_pred[78,2]","y_pred[79,2]","y_pred[80,2]","y_pred[81,2]","y_pred[82,2]","y_pred[83,2]","y_pred[84,2]","y_pred[85,2]","y_pred[86,2]","y_pred[87,2]","y_pred[88,2]","y_pred[89,2]","y_pred[90,2]","y_pred[91,2]","y_pred[1,3]","y_pred[2,3]","y_pred[3,3]","y_pred[4,3]","y_pred[5,3]","y_pred[6,3]","y_pred[7,3]","y_pred[8,3]","y_pred[9,3]","y_pred[10,3]","y_pred[11,3]","y_pred[12,3]","y_pred[13,3]","y_pred[14,3]","y_pred[15,3]","y_pred[16,3]","y_pred[17,3]","y_pred[18,3]","y_pred[19,3]","y_pred[20,3]","y_pred[21,3]","y_pred[22,3]","y_pred[23,3]","y_pred[24,3]","y_pred[25,3]","y_pred[26,3]","y_pred[27,3]","y_pred[28,3]","y_pred[29,3]","y_pred[30,3]","y_pred[31,3]","y_pred[32,3]","y_pred[33,3]","y_pred[34,3]","y_pred[35,3]","y_pred[36,3]","y_pred[37,3]","y_pred[38,3]","y_pred[39,3]","y_pred[40,3]","y_pred[41,3]","y_pred[42,3]","y_pred[43,3]","y_pred[44,3]","y_pred[45,3]","y_pred[46,3]","y_pred[47,3]","y_pred[48,3]","y_pred[49,3]","y_pred[50,3]","y_pred[51,3]","y_pred[52,3]","y_pred[53,3]","y_pred[54,3]","y_pred[55,3]","y_pred[56,3]","y_pred[57,3]","y_pred[58,3]","y_pred[59,3]","y_pred[60,3]","y_pred[61,3]","y_pred[62,3]","y_pred[63,3]","y_pred[64,3]","y_pred[65,3]","y_pred[66,3]","y_pred[67,3]","y_pred[68,3]","y_pred[69,3]","y_pred[70,3]","y_pred[71,3]","y_pred[72,3]","y_pred[73,3]","y_pred[74,3]","y_pred[75,3]","y_pred[76,3]","y_pred[77,3]","y_pred[78,3]","y_pred[79,3]","y_pred[80,3]","y_pred[81,3]","y_pred[82,3]","y_pred[83,3]","y_pred[84,3]","y_pred[85,3]","y_pred[86,3]","y_pred[87,3]","y_pred[88,3]","y_pred[89,3]","y_pred[90,3]","y_pred[91,3]","y_pred[1,4]","y_pred[2,4]","y_pred[3,4]","y_pred[4,4]","y_pred[5,4]","y_pred[6,4]","y_pred[7,4]","y_pred[8,4]","y_pred[9,4]","y_pred[10,4]","y_pred[11,4]","y_pred[12,4]","y_pred[13,4]","y_pred[14,4]","y_pred[15,4]","y_pred[16,4]","y_pred[17,4]","y_pred[18,4]","y_pred[19,4]","y_pred[20,4]","y_pred[21,4]","y_pred[22,4]","y_pred[23,4]","y_pred[24,4]","y_pred[25,4]","y_pred[26,4]","y_pred[27,4]","y_pred[28,4]","y_pred[29,4]","y_pred[30,4]","y_pred[31,4]","y_pred[32,4]","y_pred[33,4]","y_pred[34,4]","y_pred[35,4]","y_pred[36,4]","y_pred[37,4]","y_pred[38,4]","y_pred[39,4]","y_pred[40,4]","y_pred[41,4]","y_pred[42,4]","y_pred[43,4]","y_pred[44,4]","y_pred[45,4]","y_pred[46,4]","y_pred[47,4]","y_pred[48,4]","y_pred[49,4]","y_pred[50,4]","y_pred[51,4]","y_pred[52,4]","y_pred[53,4]","y_pred[54,4]","y_pred[55,4]","y_pred[56,4]","y_pred[57,4]","y_pred[58,4]","y_pred[59,4]","y_pred[60,4]","y_pred[61,4]","y_pred[62,4]","y_pred[63,4]","y_pred[64,4]","y_pred[65,4]","y_pred[66,4]","y_pred[67,4]","y_pred[68,4]","y_pred[69,4]","y_pred[70,4]","y_pred[71,4]","y_pred[72,4]","y_pred[73,4]","y_pred[74,4]","y_pred[75,4]","y_pred[76,4]","y_pred[77,4]","y_pred[78,4]","y_pred[79,4]","y_pred[80,4]","y_pred[81,4]","y_pred[82,4]","y_pred[83,4]","y_pred[84,4]","y_pred[85,4]","y_pred[86,4]","y_pred[87,4]","y_pred[88,4]","y_pred[89,4]","y_pred[90,4]","y_pred[91,4]","y_pred[1,5]","y_pred[2,5]","y_pred[3,5]","y_pred[4,5]","y_pred[5,5]","y_pred[6,5]","y_pred[7,5]","y_pred[8,5]","y_pred[9,5]","y_pred[10,5]","y_pred[11,5]","y_pred[12,5]","y_pred[13,5]","y_pred[14,5]","y_pred[15,5]","y_pred[16,5]","y_pred[17,5]","y_pred[18,5]","y_pred[19,5]","y_pred[20,5]","y_pred[21,5]","y_pred[22,5]","y_pred[23,5]","y_pred[24,5]","y_pred[25,5]","y_pred[26,5]","y_pred[27,5]","y_pred[28,5]","y_pred[29,5]","y_pred[30,5]","y_pred[31,5]","y_pred[32,5]","y_pred[33,5]","y_pred[34,5]","y_pred[35,5]","y_pred[36,5]","y_pred[37,5]","y_pred[38,5]","y_pred[39,5]","y_pred[40,5]","y_pred[41,5]","y_pred[42,5]","y_pred[43,5]","y_pred[44,5]","y_pred[45,5]","y_pred[46,5]","y_pred[47,5]","y_pred[48,5]","y_pred[49,5]","y_pred[50,5]","y_pred[51,5]","y_pred[52,5]","y_pred[53,5]","y_pred[54,5]","y_pred[55,5]","y_pred[56,5]","y_pred[57,5]","y_pred[58,5]","y_pred[59,5]","y_pred[60,5]","y_pred[61,5]","y_pred[62,5]","y_pred[63,5]","y_pred[64,5]","y_pred[65,5]","y_pred[66,5]","y_pred[67,5]","y_pred[68,5]","y_pred[69,5]","y_pred[70,5]","y_pred[71,5]","y_pred[72,5]","y_pred[73,5]","y_pred[74,5]","y_pred[75,5]","y_pred[76,5]","y_pred[77,5]","y_pred[78,5]","y_pred[79,5]","y_pred[80,5]","y_pred[81,5]","y_pred[82,5]","y_pred[83,5]","y_pred[84,5]","y_pred[85,5]","y_pred[86,5]","y_pred[87,5]","y_pred[88,5]","y_pred[89,5]","y_pred[90,5]","y_pred[91,5]",R0,recovery_time,incubation_period,predicted_cases[1],predicted_cases[2],predicted_cases[3],predicted_cases[4],predicted_cases[5],predicted_cases[6],predicted_cases[7],predicted_cases[8],predicted_cases[9],predicted_cases[10],predicted_cases[11],predicted_cases[12],predicted_cases[13],predicted_cases[14],predicted_cases[15],predicted_cases[16],predicted_cases[17],predicted_cases[18],predicted_cases[19],predicted_cases[20],predicted_cases[21],predicted_cases[22],predicted_cases[23],predicted_cases[24],predicted_cases[25],predicted_cases[26],predicted_cases[27],predicted_cases[28],predicted_cases[29],predicted_cases[30],predicted_cases[31],predicted_cases[32],predicted_cases[33],predicted_cases[34],predicted_cases[35],predicted_cases[36],predicted_cases[37],predicted_cases[38],predicted_cases[39],predicted_cases[40],predicted_cases[41],predicted_cases[42],predicted_cases[43],predicted_cases[44],predicted_cases[45],predicted_cases[46],predicted_cases[47],predicted_cases[48],predicted_cases[49],predicted_cases[50],predicted_cases[51],predicted_cases[52],predicted_cases[53],predicted_cases[54],predicted_cases[55],predicted_cases[56],predicted_cases[57],predicted_cases[58],predicted_cases[59],predicted_cases[60],predicted_cases[61],predicted_cases[62],predicted_cases[63],predicted_cases[64],predicted_cases[65],predicted_cases[66],predicted_cases[67],predicted_cases[68],predicted_cases[69],predicted_cases[70],predicted_cases[71],predicted_cases[72],predicted_cases[73],predicted_cases[74],predicted_cases[75],predicted_cases[76],predicted_cases[77],predicted_cases[78],predicted_cases[79],predicted_cases[80],predicted_cases[81],predicted_cases[82],predicted_cases[83],predicted_cases[84],predicted_cases[85],predicted_cases[86],predicted_cases[87],predicted_cases[88],predicted_cases[89],predicted_cases[90],predicted_cases[91]
1.0,1.0,1.0,-651.854,0.865011,0.295203,3.0,15.0,0.0,654.401,1.46256,0.0792318,0.0714379,1.01734,0.990281,0.0550969,0.160582,0.267888,0.387838,0.531042,0.709024,0.935277,1.22638,1.60326,2.09273,2.72943,3.55821,4.63729,6.04225,7.87117,10.2512,13.3469,17.3709,22.5971,29.3773,38.1608,49.5181,64.1677,83.0043,107.126,137.851,176.721,225.467,285.91,359.791,448.464,552.474,671.012,801.355,938.467,1075.0,1201.95,1309.96,1391.09,1440.39,1456.82,1443.02,1404.31,1347.19,1278.1,1202.53,1124.69,1047.51,972.868,901.844,834.977,772.455,714.251,660.22,610.152,563.807,520.939,481.305,444.672,410.818,379.535,350.632,323.927,299.255,276.462,255.404,235.95,217.977,201.373,186.034,171.863,158.772,146.677,135.505,125.183,115.647,106.838,98.6991,91.1814,84.2356,77.8185,71.8913,66.415,61.3555,56.6822,52.3645,48.3753,44.6907,41.2864,38.1412,35.236,0.982952,1.46256,0.0792318,0.0714379,34997.6,34996.1,34994.4,34992.3,34989.8,34986.5,34982.3,34976.9,34969.8,34960.6,34948.6,34933.0,34912.7,34886.2,34851.7,34806.9,34748.5,34672.7,34574.2,34446.4,34280.9,34066.9,33790.8,33435.8,32981.1,32401.9,31669.0,30749.4,29608.1,28211.1,26530.3,24550.7,22279.0,19752.1,17042.8,14258.0,11527.9,8985.52,6743.09,4871.66,3392.8,2283.43,1490.28,947.052,588.617,359.416,216.55,129.268,76.7396,45.4565,26.9467,16.0277,9.58644,5.77683,3.51289,2.15855,1.34171,0.84438,0.538398,0.348004,0.228113,0.151675,0.102314,0.0700227,0.0486197,0.034246,0.024466,0.0177245,0.0130175,0.00968951,0.00730745,0.00558129,0.00431623,0.00337785,0.00267459,0.00214141,0.00173316,0.00141755,0.00117093,0.000976585,0.000822082,0.000698111,0.000597881,0.000516213,0.00044914,0.00039368,0.00034751,0.000308813,0.000276187,0.000248516,0.000224913,1.38271,2.71473,4.14067,5.79457,7.81522,10.3598,13.6174,17.8241,23.2806,30.3739,39.6047,51.6224,67.2701,87.642,114.158,148.656,193.516,251.807,327.477,425.584,552.575,716.603,927.889,1199.08,1545.54,1985.55,2540.05,3231.98,4084.53,5118.18,6346.09,7767.81,9361.94,11079.6,12841.2,14540.5,16056.9,17276.4,18114.1,18531.0,18538.7,18190.9,17566.0,16748.8,15816.6,14831.5,13838.6,12868.1,11938.2,11058.8,10234.1,9465.02,8750.2,8087.31,7473.44,6905.45,6380.22,5894.68,5445.95,5031.29,4648.15,4294.16,3967.1,3664.94,3385.79,3127.89,2889.64,2669.53,2466.18,2278.33,2104.78,1944.45,1796.33,1659.5,1533.09,1416.31,1308.42,1208.75,1116.68,1031.62,953.034,880.438,813.371,751.413,694.175,641.297,592.447,547.317,505.626,467.11,431.529,0.985379,1.07455,1.26219,1.5539,1.96523,2.5219,3.26102,4.23331,5.50644,7.16957,9.33953,12.1689,15.8564,20.6612,26.9199,35.0702,45.6804,59.4869,77.4428,100.779,131.079,170.376,221.263,287.026,371.798,480.712,620.052,797.354,1021.41,1302.11,1649.96,2075.28,2586.89,3190.31,3885.77,4666.32,5516.69,6413.57,7327.5,8226.28,9078.91,9859.16,10547.7,11133.1,11610.7,11981.7,12251.3,12427.1,12518.0,12533.5,12482.7,12374.6,12217.2,12018.0,11783.8,11520.5,11233.7,10928.0,10607.8,10276.6,9937.78,9594.17,9248.24,8902.12,8557.67,8216.45,7879.8,7548.86,7224.56,6907.68,6598.84,6298.54,6007.16,5724.99,5452.22,5188.97,4935.29,4691.16,4456.55,4231.34,4015.42,3808.6,3610.71,3421.53,3240.85,3068.42,2903.98,2747.3,2598.1,2456.13,2321.11,0.0702587,0.143248,0.226122,0.326055,0.450978,0.610291,0.81563,1.08175,1.42761,1.87775,2.46401,3.22781,4.22304,5.51985,7.20956,9.41099,12.2787,16.0136,20.8765,27.2061,35.4409,46.148,60.059,78.1147,101.52,131.81,170.926,221.303,285.961,368.586,473.6,606.172,772.165,977.966,1230.18,1535.18,1898.55,2324.5,2815.31,3371.06,3989.54,4666.48,5395.98,6171.04,6984.07,7827.39,8693.55,9575.56,10467.1,11362.3,12256.2,13144.4,14023.1,14888.9,15739.3,16571.9,17384.7,18176.4,18945.7,19691.8,20413.8,21111.5,21784.6,22432.9,23056.5,23655.6,24230.5,24781.6,25309.2,25814.0,26296.4,26757.0,27196.5,27615.5,28014.7,28394.7,28756.3,29100.1,29426.8,29737.0,30031.5,30311.0,30575.9,30827.1,31065.0,31290.3,31503.6,31705.4,31896.3,32076.8,32247.4,0.0556377,0.217795,0.488313,0.879957,1.41621,2.13219,3.07665,4.31506,5.93406,8.04733,10.8035,14.3967,19.0795,25.181,33.1294,43.4812,56.9591,74.5005,97.3194,126.985,165.52,215.524,280.322,364.141,472.318,611.521,789.977,1017.66,1306.37,1669.69,2122.56,2680.46,3358.05,4167.27,5114.95,6200.5,7414.25,8737.07,10141.8,11596.3,13067.5,14524.6,15942.7,17303.1,18593.8,19808.1,20943.8,22001.6,22984.0,23894.7,24737.9,25518.0,26239.2,26905.9,27522.1,28091.4,28617.4,29103.5,29552.5,29967.4,30350.6,30704.7,31031.8,31334.0,31613.2,31871.1,32109.3,32329.5,32532.8,32720.7,32894.2,33054.5,33202.7,33339.5,33465.9,33582.7,33690.6,33790.2,33882.3,33967.4,34046.0,34118.6,34185.6,34247.6,34304.8,34357.7,34406.6,34451.7,34493.4,34531.9,34567.5,20.4731,12.6212,13.9982,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,6.0,4.0,3.0,2.0,9.0,2.0,10.0,52.0,17.0,27.0,7.0,21.0,29.0,366.0,42.0,9.0,455.0,1759.0,181.0,104.0,0.0,483.0,693.0,2700.0,517.0,618.0,2914.0,729.0,82.0,1521.0,1916.0,451.0,1071.0,2450.0,1976.0,953.0,1184.0,1314.0,551.0,13.0,342.0,55.0,56.0,137.0,564.0,1681.0,692.0,789.0,349.0,138.0,25.0,1039.0,456.0,734.0,281.0,167.0,349.0,67.0,122.0,452.0,198.0,648.0,78.0,31.0,0.0,48.0,418.0,2.0,46.0,189.0,82.0,136.0,4.0,8.0,54.0,37.0,63.0,77.0,118.0,44.0
1.0,2.0,2.0,-650.945,0.993734,0.295203,3.0,7.0,0.0,652.905,1.51021,0.080651,0.0933841,0.787041,0.988032,0.0573615,0.165772,0.27441,0.394739,0.537625,0.714581,0.93888,1.22667,1.59823,2.07942,2.7035,3.51344,4.56483,5.92962,7.70088,9.99893,12.9791,16.8414,21.8429,28.3128,36.6708,47.4486,61.3147,79.101,101.828,130.725,167.231,212.976,269.698,339.102,422.6,520.943,633.734,758.902,892.265,1027.42,1156.14,1269.45,1359.15,1419.41,1447.84,1445.66,1417.03,1367.77,1304.12,1231.73,1155.19,1077.9,1002.16,929.415,860.472,795.72,735.266,679.05,626.912,578.64,534.0,492.75,454.653,419.48,387.014,357.052,329.404,303.892,280.354,258.637,238.601,220.117,203.064,187.331,172.818,159.428,147.076,135.68,125.168,115.47,106.523,98.2695,90.6553,83.6305,77.1512,71.1733,65.6581,60.5712,55.8779,51.548,47.5542,43.8695,40.4701,37.3345,34.4417,1.27058,1.51021,0.080651,0.0933841,34997.5,34996.0,34994.3,34992.3,34989.8,34986.6,34982.4,34977.1,34970.2,34961.2,34949.6,34934.5,34914.9,34889.4,34856.4,34813.5,34757.9,34685.9,34592.6,34471.8,34315.9,34114.8,33856.1,33524.2,33100.0,32560.5,31878.7,31023.9,29962.9,28662.8,27094.6,25240.2,23099.3,20697.9,18094.4,15380.3,12672.8,10098.9,7773.41,5779.24,4155.25,2896.38,1963.99,1300.87,845.43,541.565,343.451,216.524,136.205,85.7742,54.2296,34.5056,22.1412,14.3516,9.40979,6.24741,4.20356,2.86808,1.98518,1.39428,0.993777,0.718803,0.527552,0.392799,0.296629,0.22712,0.176254,0.138578,0.110339,0.0889325,0.0725249,0.059814,0.0498668,0.0420051,0.0357339,0.0306858,0.0265884,0.0232347,0.020469,0.0181716,0.0162494,0.0146309,0.0132597,0.012091,0.0110895,0.0102267,0.00947982,0.00883028,0.00826295,0.00776537,0.00732733,1.41256,2.74898,4.16289,5.79154,7.77297,10.2604,13.4361,17.5257,22.8154,29.6719,38.5681,50.1157,65.1061,84.5634,109.812,142.564,185.025,240.037,311.241,403.296,522.121,675.195,871.875,1123.74,1444.86,1852.02,2364.55,3003.81,3791.82,4748.77,5889.17,7216.32,8715.83,10349.1,12049.6,13723.8,15261.1,16550.3,17500.1,18057.7,18216.3,18012.0,17510.2,16789.0,15924.5,14981.7,14010.7,13046.6,12112.6,11222.4,10383.0,9597.41,8865.6,8186.12,7556.56,6974.07,6435.65,5938.26,5478.99,5055.02,4663.72,4302.61,3969.41,3661.97,3378.32,3116.62,2875.18,2652.43,2446.94,2257.36,2082.46,1921.12,1772.27,1634.95,1508.28,1391.41,1283.61,1184.15,1092.4,1007.76,929.673,857.639,791.187,729.884,673.33,621.158,573.029,528.629,487.669,449.883,415.024,0.967116,1.04187,1.21499,1.48907,1.877,2.40164,3.09665,4.00834,5.1985,6.74845,8.76447,11.385,14.7899,19.2127,24.9561,32.4126,42.0898,54.6439,70.9213,92.0118,119.314,154.617,200.198,258.935,334.437,431.182,554.641,711.371,909.027,1156.23,1462.18,1836.0,2285.58,2816.1,3428.24,4116.38,4867.46,5660.93,6470.13,7265.17,8016.57,8698.65,9292.07,9784.86,10172.1,10454.9,10638.4,10730.9,10742.0,10681.8,10560.5,10387.4,10171.3,9920.22,9641.17,9340.38,9023.31,8694.66,8358.53,8018.4,7677.24,7337.57,7001.48,6670.72,6346.71,6030.63,5723.37,5425.66,5138.02,4860.84,4594.35,4338.69,4093.9,3859.93,3636.66,3423.94,3221.54,3029.22,2846.69,2673.65,2509.78,2354.75,2208.21,2069.83,1939.25,1816.13,1700.14,1590.92,1488.16,1391.54,1300.73,0.0909404,0.183962,0.288579,0.414016,0.570224,0.768824,1.02406,1.35391,1.78134,2.336,3.05621,3.99169,5.20693,6.78559,8.83626,11.4998,14.9589,19.4502,25.2803,32.8455,42.6581,55.3782,71.855,93.1775,120.737,156.3,202.098,260.924,336.232,432.242,554.008,707.445,899.274,1136.84,1427.78,1779.5,2198.55,2689.91,3256.33,3897.89,4611.87,5392.96,6233.73,7125.28,8057.94,9021.85,10007.5,11005.9,12009.1,13010.0,14002.3,14980.7,15941.0,16879.3,17792.9,18679.3,19536.8,20364.2,21160.5,21925.2,22658.0,23359.1,24028.6,24666.9,25274.7,25852.5,26401.3,26921.8,27414.9,27881.7,28323.1,28740.1,29133.8,29505.1,29855.0,30184.6,30494.8,30786.6,31060.9,31318.6,31560.5,31787.6,32000.6,32200.3,32387.4,32562.7,32726.8,32880.4,33024.2,33158.6,33284.2,0.0580563,0.225836,0.50357,0.90309,1.44723,2.17046,3.12072,4.36225,5.97984,8.08444,10.8207,14.3767,18.9968,24.9982,32.7924,42.9124,56.0487,73.0941,95.2015,123.857,160.972,208.996,271.053,351.112,454.174,586.482,755.739,971.294,1244.26,1587.47,2015.19,2542.44,3183.85,3951.94,4855.02,5894.88,7065.02,8349.84,9725.46,11162.1,12627.4,14090.6,15524.8,16909.1,18229.1,19475.7,20644.9,21735.9,22750.2,23690.8,24561.7,25367.1,26111.3,26798.5,27433.0,28018.7,28559.2,29057.9,29518.0,29942.6,30334.3,30695.7,31029.1,31336.6,31620.4,31882.2,32123.6,32346.4,32552.0,32741.6,32916.5,33077.8,33226.7,33364.0,33490.7,33607.6,33715.4,33814.8,33906.6,33991.2,34069.3,34141.3,34207.8,34269.1,34325.7,34377.8,34426.0,34470.4,34511.3,34549.1,34584.0,16.172,12.3991,10.7085,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,8.0,1.0,6.0,9.0,3.0,16.0,3.0,12.0,0.0,8.0,52.0,22.0,12.0,103.0,62.0,45.0,38.0,94.0,92.0,54.0,83.0,216.0,689.0,1991.0,328.0,1082.0,237.0,3146.0,1566.0,2356.0,314.0,1735.0,1114.0,1734.0,539.0,124.0,2773.0,780.0,885.0,2477.0,399.0,1620.0,630.0,35.0,948.0,488.0,726.0,145.0,64.0,237.0,431.0,341.0,275.0,28.0,75.0,205.0,158.0,169.0,64.0,76.0,52.0,212.0,391.0,81.0,44.0,56.0,84.0,41.0,20.0,158.0,58.0,131.0,233.0,41.0,39.0,183.0,25.0,171.0,9.0,76.0,11.0,10.0
