# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = tmp7ogtip_2_model
# start_datetime = 2025-06-12 03:25:41 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmp9uubstuu/hgbte5mo.json
# init = 2 (Default)
# random
#   seed = 56121
# output
#   file = /tmp/tmp9uubstuu/seir_modeljiuei45j/seir_model-20250612052541_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=seir_model.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta,sigma,gamma,phi_inv,rho,incidence.1,incidence.2,incidence.3,incidence.4,incidence.5,incidence.6,incidence.7,incidence.8,incidence.9,incidence.10,incidence.11,incidence.12,incidence.13,incidence.14,incidence.15,incidence.16,incidence.17,incidence.18,incidence.19,incidence.20,incidence.21,incidence.22,incidence.23,incidence.24,incidence.25,incidence.26,incidence.27,incidence.28,incidence.29,incidence.30,incidence.31,incidence.32,incidence.33,incidence.34,incidence.35,incidence.36,incidence.37,incidence.38,incidence.39,incidence.40,incidence.41,incidence.42,incidence.43,incidence.44,incidence.45,incidence.46,incidence.47,incidence.48,incidence.49,incidence.50,incidence.51,incidence.52,incidence.53,incidence.54,incidence.55,incidence.56,incidence.57,incidence.58,incidence.59,incidence.60,incidence.61,incidence.62,incidence.63,incidence.64,incidence.65,incidence.66,incidence.67,incidence.68,incidence.69,incidence.70,incidence.71,incidence.72,incidence.73,incidence.74,incidence.75,incidence.76,incidence.77,incidence.78,incidence.79,incidence.80,incidence.81,incidence.82,incidence.83,incidence.84,incidence.85,incidence.86,incidence.87,incidence.88,incidence.89,incidence.90,incidence.91,phi,theta.1,theta.2,theta.3,y_pred.1.1,y_pred.2.1,y_pred.3.1,y_pred.4.1,y_pred.5.1,y_pred.6.1,y_pred.7.1,y_pred.8.1,y_pred.9.1,y_pred.10.1,y_pred.11.1,y_pred.12.1,y_pred.13.1,y_pred.14.1,y_pred.15.1,y_pred.16.1,y_pred.17.1,y_pred.18.1,y_pred.19.1,y_pred.20.1,y_pred.21.1,y_pred.22.1,y_pred.23.1,y_pred.24.1,y_pred.25.1,y_pred.26.1,y_pred.27.1,y_pred.28.1,y_pred.29.1,y_pred.30.1,y_pred.31.1,y_pred.32.1,y_pred.33.1,y_pred.34.1,y_pred.35.1,y_pred.36.1,y_pred.37.1,y_pred.38.1,y_pred.39.1,y_pred.40.1,y_pred.41.1,y_pred.42.1,y_pred.43.1,y_pred.44.1,y_pred.45.1,y_pred.46.1,y_pred.47.1,y_pred.48.1,y_pred.49.1,y_pred.50.1,y_pred.51.1,y_pred.52.1,y_pred.53.1,y_pred.54.1,y_pred.55.1,y_pred.56.1,y_pred.57.1,y_pred.58.1,y_pred.59.1,y_pred.60.1,y_pred.61.1,y_pred.62.1,y_pred.63.1,y_pred.64.1,y_pred.65.1,y_pred.66.1,y_pred.67.1,y_pred.68.1,y_pred.69.1,y_pred.70.1,y_pred.71.1,y_pred.72.1,y_pred.73.1,y_pred.74.1,y_pred.75.1,y_pred.76.1,y_pred.77.1,y_pred.78.1,y_pred.79.1,y_pred.80.1,y_pred.81.1,y_pred.82.1,y_pred.83.1,y_pred.84.1,y_pred.85.1,y_pred.86.1,y_pred.87.1,y_pred.88.1,y_pred.89.1,y_pred.90.1,y_pred.91.1,y_pred.1.2,y_pred.2.2,y_pred.3.2,y_pred.4.2,y_pred.5.2,y_pred.6.2,y_pred.7.2,y_pred.8.2,y_pred.9.2,y_pred.10.2,y_pred.11.2,y_pred.12.2,y_pred.13.2,y_pred.14.2,y_pred.15.2,y_pred.16.2,y_pred.17.2,y_pred.18.2,y_pred.19.2,y_pred.20.2,y_pred.21.2,y_pred.22.2,y_pred.23.2,y_pred.24.2,y_pred.25.2,y_pred.26.2,y_pred.27.2,y_pred.28.2,y_pred.29.2,y_pred.30.2,y_pred.31.2,y_pred.32.2,y_pred.33.2,y_pred.34.2,y_pred.35.2,y_pred.36.2,y_pred.37.2,y_pred.38.2,y_pred.39.2,y_pred.40.2,y_pred.41.2,y_pred.42.2,y_pred.43.2,y_pred.44.2,y_pred.45.2,y_pred.46.2,y_pred.47.2,y_pred.48.2,y_pred.49.2,y_pred.50.2,y_pred.51.2,y_pred.52.2,y_pred.53.2,y_pred.54.2,y_pred.55.2,y_pred.56.2,y_pred.57.2,y_pred.58.2,y_pred.59.2,y_pred.60.2,y_pred.61.2,y_pred.62.2,y_pred.63.2,y_pred.64.2,y_pred.65.2,y_pred.66.2,y_pred.67.2,y_pred.68.2,y_pred.69.2,y_pred.70.2,y_pred.71.2,y_pred.72.2,y_pred.73.2,y_pred.74.2,y_pred.75.2,y_pred.76.2,y_pred.77.2,y_pred.78.2,y_pred.79.2,y_pred.80.2,y_pred.81.2,y_pred.82.2,y_pred.83.2,y_pred.84.2,y_pred.85.2,y_pred.86.2,y_pred.87.2,y_pred.88.2,y_pred.89.2,y_pred.90.2,y_pred.91.2,y_pred.1.3,y_pred.2.3,y_pred.3.3,y_pred.4.3,y_pred.5.3,y_pred.6.3,y_pred.7.3,y_pred.8.3,y_pred.9.3,y_pred.10.3,y_pred.11.3,y_pred.12.3,y_pred.13.3,y_pred.14.3,y_pred.15.3,y_pred.16.3,y_pred.17.3,y_pred.18.3,y_pred.19.3,y_pred.20.3,y_pred.21.3,y_pred.22.3,y_pred.23.3,y_pred.24.3,y_pred.25.3,y_pred.26.3,y_pred.27.3,y_pred.28.3,y_pred.29.3,y_pred.30.3,y_pred.31.3,y_pred.32.3,y_pred.33.3,y_pred.34.3,y_pred.35.3,y_pred.36.3,y_pred.37.3,y_pred.38.3,y_pred.39.3,y_pred.40.3,y_pred.41.3,y_pred.42.3,y_pred.43.3,y_pred.44.3,y_pred.45.3,y_pred.46.3,y_pred.47.3,y_pred.48.3,y_pred.49.3,y_pred.50.3,y_pred.51.3,y_pred.52.3,y_pred.53.3,y_pred.54.3,y_pred.55.3,y_pred.56.3,y_pred.57.3,y_pred.58.3,y_pred.59.3,y_pred.60.3,y_pred.61.3,y_pred.62.3,y_pred.63.3,y_pred.64.3,y_pred.65.3,y_pred.66.3,y_pred.67.3,y_pred.68.3,y_pred.69.3,y_pred.70.3,y_pred.71.3,y_pred.72.3,y_pred.73.3,y_pred.74.3,y_pred.75.3,y_pred.76.3,y_pred.77.3,y_pred.78.3,y_pred.79.3,y_pred.80.3,y_pred.81.3,y_pred.82.3,y_pred.83.3,y_pred.84.3,y_pred.85.3,y_pred.86.3,y_pred.87.3,y_pred.88.3,y_pred.89.3,y_pred.90.3,y_pred.91.3,y_pred.1.4,y_pred.2.4,y_pred.3.4,y_pred.4.4,y_pred.5.4,y_pred.6.4,y_pred.7.4,y_pred.8.4,y_pred.9.4,y_pred.10.4,y_pred.11.4,y_pred.12.4,y_pred.13.4,y_pred.14.4,y_pred.15.4,y_pred.16.4,y_pred.17.4,y_pred.18.4,y_pred.19.4,y_pred.20.4,y_pred.21.4,y_pred.22.4,y_pred.23.4,y_pred.24.4,y_pred.25.4,y_pred.26.4,y_pred.27.4,y_pred.28.4,y_pred.29.4,y_pred.30.4,y_pred.31.4,y_pred.32.4,y_pred.33.4,y_pred.34.4,y_pred.35.4,y_pred.36.4,y_pred.37.4,y_pred.38.4,y_pred.39.4,y_pred.40.4,y_pred.41.4,y_pred.42.4,y_pred.43.4,y_pred.44.4,y_pred.45.4,y_pred.46.4,y_pred.47.4,y_pred.48.4,y_pred.49.4,y_pred.50.4,y_pred.51.4,y_pred.52.4,y_pred.53.4,y_pred.54.4,y_pred.55.4,y_pred.56.4,y_pred.57.4,y_pred.58.4,y_pred.59.4,y_pred.60.4,y_pred.61.4,y_pred.62.4,y_pred.63.4,y_pred.64.4,y_pred.65.4,y_pred.66.4,y_pred.67.4,y_pred.68.4,y_pred.69.4,y_pred.70.4,y_pred.71.4,y_pred.72.4,y_pred.73.4,y_pred.74.4,y_pred.75.4,y_pred.76.4,y_pred.77.4,y_pred.78.4,y_pred.79.4,y_pred.80.4,y_pred.81.4,y_pred.82.4,y_pred.83.4,y_pred.84.4,y_pred.85.4,y_pred.86.4,y_pred.87.4,y_pred.88.4,y_pred.89.4,y_pred.90.4,y_pred.91.4,y_pred.1.5,y_pred.2.5,y_pred.3.5,y_pred.4.5,y_pred.5.5,y_pred.6.5,y_pred.7.5,y_pred.8.5,y_pred.9.5,y_pred.10.5,y_pred.11.5,y_pred.12.5,y_pred.13.5,y_pred.14.5,y_pred.15.5,y_pred.16.5,y_pred.17.5,y_pred.18.5,y_pred.19.5,y_pred.20.5,y_pred.21.5,y_pred.22.5,y_pred.23.5,y_pred.24.5,y_pred.25.5,y_pred.26.5,y_pred.27.5,y_pred.28.5,y_pred.29.5,y_pred.30.5,y_pred.31.5,y_pred.32.5,y_pred.33.5,y_pred.34.5,y_pred.35.5,y_pred.36.5,y_pred.37.5,y_pred.38.5,y_pred.39.5,y_pred.40.5,y_pred.41.5,y_pred.42.5,y_pred.43.5,y_pred.44.5,y_pred.45.5,y_pred.46.5,y_pred.47.5,y_pred.48.5,y_pred.49.5,y_pred.50.5,y_pred.51.5,y_pred.52.5,y_pred.53.5,y_pred.54.5,y_pred.55.5,y_pred.56.5,y_pred.57.5,y_pred.58.5,y_pred.59.5,y_pred.60.5,y_pred.61.5,y_pred.62.5,y_pred.63.5,y_pred.64.5,y_pred.65.5,y_pred.66.5,y_pred.67.5,y_pred.68.5,y_pred.69.5,y_pred.70.5,y_pred.71.5,y_pred.72.5,y_pred.73.5,y_pred.74.5,y_pred.75.5,y_pred.76.5,y_pred.77.5,y_pred.78.5,y_pred.79.5,y_pred.80.5,y_pred.81.5,y_pred.82.5,y_pred.83.5,y_pred.84.5,y_pred.85.5,y_pred.86.5,y_pred.87.5,y_pred.88.5,y_pred.89.5,y_pred.90.5,y_pred.91.5,R0,recovery_time,incubation_period,predicted_cases.1,predicted_cases.2,predicted_cases.3,predicted_cases.4,predicted_cases.5,predicted_cases.6,predicted_cases.7,predicted_cases.8,predicted_cases.9,predicted_cases.10,predicted_cases.11,predicted_cases.12,predicted_cases.13,predicted_cases.14,predicted_cases.15,predicted_cases.16,predicted_cases.17,predicted_cases.18,predicted_cases.19,predicted_cases.20,predicted_cases.21,predicted_cases.22,predicted_cases.23,predicted_cases.24,predicted_cases.25,predicted_cases.26,predicted_cases.27,predicted_cases.28,predicted_cases.29,predicted_cases.30,predicted_cases.31,predicted_cases.32,predicted_cases.33,predicted_cases.34,predicted_cases.35,predicted_cases.36,predicted_cases.37,predicted_cases.38,predicted_cases.39,predicted_cases.40,predicted_cases.41,predicted_cases.42,predicted_cases.43,predicted_cases.44,predicted_cases.45,predicted_cases.46,predicted_cases.47,predicted_cases.48,predicted_cases.49,predicted_cases.50,predicted_cases.51,predicted_cases.52,predicted_cases.53,predicted_cases.54,predicted_cases.55,predicted_cases.56,predicted_cases.57,predicted_cases.58,predicted_cases.59,predicted_cases.60,predicted_cases.61,predicted_cases.62,predicted_cases.63,predicted_cases.64,predicted_cases.65,predicted_cases.66,predicted_cases.67,predicted_cases.68,predicted_cases.69,predicted_cases.70,predicted_cases.71,predicted_cases.72,predicted_cases.73,predicted_cases.74,predicted_cases.75,predicted_cases.76,predicted_cases.77,predicted_cases.78,predicted_cases.79,predicted_cases.80,predicted_cases.81,predicted_cases.82,predicted_cases.83,predicted_cases.84,predicted_cases.85,predicted_cases.86,predicted_cases.87,predicted_cases.88,predicted_cases.89,predicted_cases.90,predicted_cases.91
# Adaptation terminated
# Step size = 0.11086
# Diagonal elements of inverse mass matrix:
# 0.0199512, 0.029571, 0.0450324, 0.0130806, 0.587164
-499.339,0.997171,0.11086,6,63,0,502.021,0.310651,0.23968,0.14907,1.91287,0.972259,0.329421,0.852815,1.23508,1.53397,1.78598,2.0143,2.23393,2.45472,2.68342,2.92484,3.18265,3.45987,3.75917,4.08308,4.43409,4.81479,5.22785,5.67615,6.16278,6.69103,7.26455,7.88716,8.56311,9.29704,10.0938,10.9588,11.8981,12.9177,14.0247,15.2267,16.5316,17.9483,19.4865,21.1564,22.9695,24.938,27.075,29.3953,31.9145,34.6492,37.6185,40.8424,44.342,48.1419,52.2674,56.7459,61.6086,66.8878,72.6188,78.8414,85.597,92.9306,100.893,109.538,118.922,129.111,140.172,152.179,165.216,179.369,194.733,211.413,229.521,249.177,270.517,293.683,318.829,346.13,375.763,407.93,442.85,480.754,521.896,566.556,615.03,667.641,724.75,786.727,853.993,927,1006.23,1092.2,1185.51,1286.75,1396.6,1515.8,1645.12,1785.42,1937.62,2102.72,2281.8,0.522775,0.310651,0.23968,0.14907,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14997e+07,1.14997e+07,1.14997e+07,1.14996e+07,1.14996e+07,1.14996e+07,1.14995e+07,1.14995e+07,1.14995e+07,1.14994e+07,1.14994e+07,1.14993e+07,1.14993e+07,1.14992e+07,1.14991e+07,1.1499e+07,1.1499e+07,1.14989e+07,1.14988e+07,1.14987e+07,1.14986e+07,1.14984e+07,1.14983e+07,1.14981e+07,1.1498e+07,1.14978e+07,1.14976e+07,1.14974e+07,1.14972e+07,1.1497e+07,1.14967e+07,1.14964e+07,1.14961e+07,1.14958e+07,1.14954e+07,1.1495e+07,1.14946e+07,1.14941e+07,1.14936e+07,1.14931e+07,1.14925e+07,1.14918e+07,1.14911e+07,1.14904e+07,1.14895e+07,1.14886e+07,1.14877e+07,1.14866e+07,1.14855e+07,1.14842e+07,1.14829e+07,1.14814e+07,1.14798e+07,1.14781e+07,1.14762e+07,1.14742e+07,1.1472e+07,1.14696e+07,1.1467e+07,1.14642e+07,1.14611e+07,2.59048,4.42997,5.81957,6.94892,7.9382,8.86438,9.77759,10.7114,11.6892,12.7284,13.8426,15.0435,16.3419,17.7481,19.2727,20.9266,22.7215,24.6696,26.7844,29.0802,31.5727,34.2786,37.2164,40.406,43.8688,47.6284,51.7103,56.1419,60.9532,66.1769,71.8482,78.0056,84.6906,91.9484,99.8282,108.383,117.671,127.755,138.703,150.59,163.494,177.505,192.716,209.23,227.159,246.624,267.757,290.7,315.609,342.652,372.011,403.885,438.489,476.058,516.844,561.123,609.194,661.381,718.037,779.544,846.316,918.805,997.498,1082.93,1175.67,1276.34,1385.63,1504.26,1633.04,1772.84,1924.58,2089.3,2268.09,2462.16,2672.81,2901.44,3149.59,3418.91,3711.21,4028.43,4372.69,4746.27,5151.66,5591.55,6068.85,6586.72,7148.56,7758.09,8419.29,9136.51,9914.42,8.92826,8.48914,8.46472,8.72066,9.17489,9.77816,10.5019,11.3306,12.2571,13.2797,14.4005,15.6238,16.956,18.4049,19.9797,21.6903,23.5482,25.5657,27.7563,30.1349,32.7173,35.5212,38.5654,41.8705,45.4588,49.3547,53.5844,58.1767,63.1625,68.5756,74.4525,80.8331,87.7605,95.2816,103.447,112.312,121.937,132.387,143.733,156.05,169.423,183.942,199.705,216.819,235.399,255.571,277.471,301.248,327.062,355.088,385.515,418.549,454.412,493.348,535.619,581.511,631.334,685.424,744.147,807.899,877.11,952.248,1033.82,1122.37,1218.51,1322.88,1436.18,1559.17,1692.69,1837.64,1994.98,2165.79,2351.2,2552.46,2770.93,3008.08,3265.49,3544.89,3848.15,4177.3,4534.55,4922.28,5343.08,5799.76,6295.35,6833.16,7416.75,8049.99,8737.08,9482.55,10291.3,1.40116,2.6931,3.95259,5.23063,6.56238,7.97341,9.48361,11.1097,12.8666,14.7688,16.8307,19.0672,21.4942,24.1283,26.9877,30.0918,33.4618,37.1204,41.0925,45.405,50.0871,55.1704,60.6894,66.6813,73.1867,80.2497,87.918,96.2434,105.282,115.096,125.751,137.318,149.877,163.513,178.317,194.389,211.839,230.785,251.354,273.686,297.931,324.255,352.834,383.862,417.549,454.123,493.831,536.942,583.747,634.563,689.733,749.63,814.66,885.262,961.913,1045.13,1135.48,1233.57,1340.06,1455.68,1581.2,1717.48,1865.43,2026.05,2200.43,2389.74,2595.28,2818.41,3060.65,3323.64,3609.14,3919.09,4255.58,4620.87,5017.43,5447.92,5915.27,6422.59,6973.33,7571.17,8220.15,8924.62,9689.32,10519.4,11420.4,12398.4,13459.9,14612.1,15862.6,17219.9,18692.9,0.329421,1.18224,2.41731,3.95129,5.73726,7.75156,9.98549,12.4402,15.1236,18.0485,21.2311,24.691,28.4501,32.5332,36.9673,41.7821,47.01,52.6861,58.8489,65.5399,72.8045,80.6916,89.2547,98.5518,108.646,119.604,131.502,144.42,158.445,173.672,190.203,208.151,227.638,248.794,271.764,296.702,323.777,353.172,385.087,419.736,457.355,498.197,542.539,590.681,642.948,699.694,761.303,828.191,900.809,979.651,1065.25,1158.18,1259.07,1368.61,1487.53,1616.64,1756.81,1908.99,2074.21,2253.58,2448.31,2659.72,2889.25,3138.42,3408.94,3702.62,4021.45,4367.58,4743.34,5151.28,5594.13,6074.88,6596.77,7163.33,7778.36,8446,9170.75,9957.48,10811.5,11738.5,12744.7,13836.9,15022.4,16309.2,17705.8,19221.6,20866.7,22652.1,24589.7,26692.4,28974.2,2.08392,4.17224,6.70824,0,1,8,0,0,0,1,0,0,1,1,21,11,1,5,10,6,8,1,3,12,3,3,6,2,0,23,8,10,16,22,8,4,0,20,0,0,3,16,106,20,8,5,0,0,20,0,36,2,205,83,12,33,15,49,4,31,497,180,542,0,12,226,650,153,2,782,1,116,115,357,559,321,1025,361,1141,2261,108,168,589,3,5486,3777,826,1454,164,2055,453,165,253,390
-498.215,0.966606,0.11086,5,31,0,500.671,0.360477,0.278464,0.192314,2.723,0.868282,0.43323,1.09053,1.54191,1.88162,2.16432,2.42202,2.67376,2.93123,3.20193,3.49103,3.80247,4.13954,4.50525,4.90256,5.3345,5.80426,6.31524,6.87116,7.47593,8.13393,8.84983,9.62869,10.4762,11.3982,12.4013,13.4928,14.6802,15.9722,17.378,18.9073,20.5713,22.3818,24.3514,26.4946,28.8264,31.3631,34.1233,37.1263,40.3933,43.9482,47.8157,52.0233,56.6015,61.5823,67.001,72.8971,79.3114,86.2899,93.8829,102.143,111.13,120.908,131.545,143.118,155.709,169.406,184.308,200.521,218.158,237.346,258.22,280.928,305.632,332.506,361.739,393.542,428.137,465.765,506.701,551.227,599.655,652.336,709.633,771.948,839.728,913.44,993.601,1080.78,1175.58,1278.66,1390.75,1512.62,1645.12,1789.17,1945.75,2115.95,2300.95,2501.99,2720.47,2957.86,3215.76,0.367242,0.360477,0.278464,0.192314,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.15e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14999e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14998e+07,1.14997e+07,1.14997e+07,1.14997e+07,1.14997e+07,1.14996e+07,1.14996e+07,1.14995e+07,1.14995e+07,1.14995e+07,1.14994e+07,1.14994e+07,1.14993e+07,1.14992e+07,1.14992e+07,1.14991e+07,1.1499e+07,1.14989e+07,1.14988e+07,1.14987e+07,1.14986e+07,1.14985e+07,1.14984e+07,1.14982e+07,1.14981e+07,1.14979e+07,1.14977e+07,1.14975e+07,1.14973e+07,1.1497e+07,1.14968e+07,1.14965e+07,1.14962e+07,1.14959e+07,1.14955e+07,1.14951e+07,1.14947e+07,1.14942e+07,1.14937e+07,1.14931e+07,1.14925e+07,1.14918e+07,1.14911e+07,1.14903e+07,1.14895e+07,1.14886e+07,1.14876e+07,1.14865e+07,1.14853e+07,1.1484e+07,1.14826e+07,1.14811e+07,1.14794e+07,1.14776e+07,1.14756e+07,1.14735e+07,1.14711e+07,1.14686e+07,1.14659e+07,1.14629e+07,1.14596e+07,1.14561e+07,1.14522e+07,1.1448e+07,2.8975,4.81567,6.19416,7.28729,8.24319,9.14924,10.0581,11.0028,12.0054,13.0816,14.2442,15.5043,16.8725,18.3597,19.9767,21.7356,23.649,25.7306,27.9954,30.4593,33.1401,36.0568,39.2302,42.6829,46.4394,50.5265,54.9734,59.8115,65.0754,70.8026,77.0338,83.8133,91.1894,99.2147,107.946,117.446,127.782,139.027,151.262,164.573,179.055,194.812,211.955,230.607,250.899,272.977,296.996,323.129,351.561,382.493,416.147,452.76,492.593,535.929,583.076,634.368,690.169,750.877,816.921,888.769,966.932,1051.96,1144.46,1245.09,1354.56,1473.63,1603.17,1744.07,1897.34,2064.05,2245.39,2442.62,2657.15,2890.47,3144.23,3420.2,3720.32,4046.69,4401.6,4787.5,5207.1,5663.31,6159.29,6698.47,7284.57,7921.61,8613.99,9366.42,10184,11072.4,12037.4,8.65628,8.14167,8.12554,8.42013,8.9198,9.56629,10.3287,11.1921,12.151,13.2053,14.3589,15.6178,16.9895,18.4831,20.1089,21.8782,23.8034,25.8982,28.1775,30.6574,33.3555,36.2912,39.4852,42.9603,46.7413,50.855,55.3308,60.2004,65.4987,71.2631,77.5349,84.3587,91.7829,99.8606,108.649,118.211,128.614,139.933,152.248,165.646,180.224,196.084,213.34,232.114,252.539,274.763,298.941,325.246,353.866,385.004,418.88,455.737,495.836,539.462,586.925,638.561,694.739,755.857,822.349,894.687,973.385,1059,1152.14,1253.47,1363.7,1483.61,1614.06,1755.97,1910.33,2078.25,2260.91,2459.61,2675.73,2910.81,3166.5,3444.61,3747.09,4076.06,4433.83,4822.92,5246.04,5706.15,6206.45,6750.45,7341.91,7984.94,8683.98,9443.86,10269.8,11167.5,12143.1,1.77695,3.38209,4.94013,6.52716,8.1918,9.96732,11.8787,13.9465,16.1896,18.6262,21.2751,24.1558,27.2894,30.6983,34.407,38.4419,42.8319,47.6083,52.805,58.459,64.6107,71.3037,78.5859,86.5089,95.1292,104.508,114.713,125.815,137.895,151.038,165.337,180.895,197.823,216.24,236.278,258.079,281.799,307.606,335.685,366.234,399.473,435.636,474.982,517.79,564.365,615.039,670.172,730.156,795.419,866.425,943.678,1027.73,1119.18,1218.67,1326.91,1444.68,1572.81,1712.22,1863.88,2028.89,2208.41,2403.73,2616.22,2847.4,3098.91,3372.53,3670.22,3994.08,4346.42,4729.72,5146.72,5600.36,6093.87,6630.74,7214.77,7850.1,8541.23,9293.04,10110.8,11000.4,11968.1,13020.6,14165.4,15410.6,16764.8,18237.8,19839.7,21581.8,23476.3,25536.4,27776.6,0.43323,1.52376,3.06567,4.94728,7.1116,9.53361,12.2074,15.1386,18.3405,21.8316,25.634,29.7736,34.2788,39.1814,44.5159,50.3201,56.6354,63.5065,70.9825,79.1164,87.9662,97.5949,108.071,119.469,131.871,145.363,160.044,176.016,193.394,212.301,232.872,255.254,279.606,306.1,334.927,366.29,400.413,437.539,477.933,521.881,569.696,621.72,678.321,739.903,806.904,879.801,959.113,1045.4,1139.29,1241.43,1352.56,1473.47,1605.01,1748.13,1903.84,2073.25,2257.55,2458.08,2676.23,2913.58,3171.8,3452.73,3758.36,4090.86,4452.6,4846.15,5274.28,5740.05,6246.75,6797.98,7397.63,8049.97,8759.6,9531.55,10371.3,11284.7,12278.3,13359.1,14534.7,15813.3,17204.1,18716.7,20361.8,22151,24096.8,26212.7,28513.7,31015.6,33736.1,36694,39909.7,1.87441,3.59113,5.19982,0,0,2,1,0,2,0,1,1,2,0,0,0,18,0,0,5,4,2,0,0,0,38,17,0,13,1,0,55,0,12,0,43,0,6,3,0,6,9,0,57,0,78,14,197,11,76,163,3,139,0,74,0,476,458,236,163,119,2,299,12,2151,80,225,498,68,1041,2,2073,365,36,648,243,4,24,2134,4805,0,2626,12720,32,1815,5749,3927,290,526,319,6395,4397,614,3408
