# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = tmpta7bz4v7_model
# start_datetime = 2025-06-10 14:20:39 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmpdscyk7ck/_96enwld.json
# init = 2 (Default)
# random
#   seed = 0
# output
#   file = /tmp/tmpdscyk7ck/simple_seirkcd7n7hh/simple_seir-20250610155625_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=simple_seir.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,sigma,beta,gamma,phi_inv,y.1.1,y.2.1,y.3.1,y.4.1,y.5.1,y.6.1,y.7.1,y.8.1,y.9.1,y.10.1,y.11.1,y.12.1,y.13.1,y.14.1,y.15.1,y.16.1,y.17.1,y.18.1,y.19.1,y.20.1,y.21.1,y.22.1,y.23.1,y.24.1,y.25.1,y.26.1,y.27.1,y.28.1,y.29.1,y.30.1,y.31.1,y.32.1,y.33.1,y.34.1,y.35.1,y.36.1,y.37.1,y.38.1,y.39.1,y.40.1,y.41.1,y.42.1,y.43.1,y.44.1,y.45.1,y.46.1,y.47.1,y.48.1,y.49.1,y.50.1,y.51.1,y.52.1,y.53.1,y.54.1,y.55.1,y.56.1,y.57.1,y.58.1,y.59.1,y.60.1,y.61.1,y.62.1,y.63.1,y.64.1,y.65.1,y.66.1,y.67.1,y.68.1,y.69.1,y.70.1,y.71.1,y.72.1,y.73.1,y.74.1,y.75.1,y.76.1,y.77.1,y.78.1,y.79.1,y.80.1,y.81.1,y.82.1,y.83.1,y.84.1,y.85.1,y.86.1,y.87.1,y.88.1,y.89.1,y.90.1,y.91.1,y.92.1,y.93.1,y.94.1,y.95.1,y.96.1,y.1.2,y.2.2,y.3.2,y.4.2,y.5.2,y.6.2,y.7.2,y.8.2,y.9.2,y.10.2,y.11.2,y.12.2,y.13.2,y.14.2,y.15.2,y.16.2,y.17.2,y.18.2,y.19.2,y.20.2,y.21.2,y.22.2,y.23.2,y.24.2,y.25.2,y.26.2,y.27.2,y.28.2,y.29.2,y.30.2,y.31.2,y.32.2,y.33.2,y.34.2,y.35.2,y.36.2,y.37.2,y.38.2,y.39.2,y.40.2,y.41.2,y.42.2,y.43.2,y.44.2,y.45.2,y.46.2,y.47.2,y.48.2,y.49.2,y.50.2,y.51.2,y.52.2,y.53.2,y.54.2,y.55.2,y.56.2,y.57.2,y.58.2,y.59.2,y.60.2,y.61.2,y.62.2,y.63.2,y.64.2,y.65.2,y.66.2,y.67.2,y.68.2,y.69.2,y.70.2,y.71.2,y.72.2,y.73.2,y.74.2,y.75.2,y.76.2,y.77.2,y.78.2,y.79.2,y.80.2,y.81.2,y.82.2,y.83.2,y.84.2,y.85.2,y.86.2,y.87.2,y.88.2,y.89.2,y.90.2,y.91.2,y.92.2,y.93.2,y.94.2,y.95.2,y.96.2,y.1.3,y.2.3,y.3.3,y.4.3,y.5.3,y.6.3,y.7.3,y.8.3,y.9.3,y.10.3,y.11.3,y.12.3,y.13.3,y.14.3,y.15.3,y.16.3,y.17.3,y.18.3,y.19.3,y.20.3,y.21.3,y.22.3,y.23.3,y.24.3,y.25.3,y.26.3,y.27.3,y.28.3,y.29.3,y.30.3,y.31.3,y.32.3,y.33.3,y.34.3,y.35.3,y.36.3,y.37.3,y.38.3,y.39.3,y.40.3,y.41.3,y.42.3,y.43.3,y.44.3,y.45.3,y.46.3,y.47.3,y.48.3,y.49.3,y.50.3,y.51.3,y.52.3,y.53.3,y.54.3,y.55.3,y.56.3,y.57.3,y.58.3,y.59.3,y.60.3,y.61.3,y.62.3,y.63.3,y.64.3,y.65.3,y.66.3,y.67.3,y.68.3,y.69.3,y.70.3,y.71.3,y.72.3,y.73.3,y.74.3,y.75.3,y.76.3,y.77.3,y.78.3,y.79.3,y.80.3,y.81.3,y.82.3,y.83.3,y.84.3,y.85.3,y.86.3,y.87.3,y.88.3,y.89.3,y.90.3,y.91.3,y.92.3,y.93.3,y.94.3,y.95.3,y.96.3,y.1.4,y.2.4,y.3.4,y.4.4,y.5.4,y.6.4,y.7.4,y.8.4,y.9.4,y.10.4,y.11.4,y.12.4,y.13.4,y.14.4,y.15.4,y.16.4,y.17.4,y.18.4,y.19.4,y.20.4,y.21.4,y.22.4,y.23.4,y.24.4,y.25.4,y.26.4,y.27.4,y.28.4,y.29.4,y.30.4,y.31.4,y.32.4,y.33.4,y.34.4,y.35.4,y.36.4,y.37.4,y.38.4,y.39.4,y.40.4,y.41.4,y.42.4,y.43.4,y.44.4,y.45.4,y.46.4,y.47.4,y.48.4,y.49.4,y.50.4,y.51.4,y.52.4,y.53.4,y.54.4,y.55.4,y.56.4,y.57.4,y.58.4,y.59.4,y.60.4,y.61.4,y.62.4,y.63.4,y.64.4,y.65.4,y.66.4,y.67.4,y.68.4,y.69.4,y.70.4,y.71.4,y.72.4,y.73.4,y.74.4,y.75.4,y.76.4,y.77.4,y.78.4,y.79.4,y.80.4,y.81.4,y.82.4,y.83.4,y.84.4,y.85.4,y.86.4,y.87.4,y.88.4,y.89.4,y.90.4,y.91.4,y.92.4,y.93.4,y.94.4,y.95.4,y.96.4,y.1.5,y.2.5,y.3.5,y.4.5,y.5.5,y.6.5,y.7.5,y.8.5,y.9.5,y.10.5,y.11.5,y.12.5,y.13.5,y.14.5,y.15.5,y.16.5,y.17.5,y.18.5,y.19.5,y.20.5,y.21.5,y.22.5,y.23.5,y.24.5,y.25.5,y.26.5,y.27.5,y.28.5,y.29.5,y.30.5,y.31.5,y.32.5,y.33.5,y.34.5,y.35.5,y.36.5,y.37.5,y.38.5,y.39.5,y.40.5,y.41.5,y.42.5,y.43.5,y.44.5,y.45.5,y.46.5,y.47.5,y.48.5,y.49.5,y.50.5,y.51.5,y.52.5,y.53.5,y.54.5,y.55.5,y.56.5,y.57.5,y.58.5,y.59.5,y.60.5,y.61.5,y.62.5,y.63.5,y.64.5,y.65.5,y.66.5,y.67.5,y.68.5,y.69.5,y.70.5,y.71.5,y.72.5,y.73.5,y.74.5,y.75.5,y.76.5,y.77.5,y.78.5,y.79.5,y.80.5,y.81.5,y.82.5,y.83.5,y.84.5,y.85.5,y.86.5,y.87.5,y.88.5,y.89.5,y.90.5,y.91.5,y.92.5,y.93.5,y.94.5,y.95.5,y.96.5,incidence.1,incidence.2,incidence.3,incidence.4,incidence.5,incidence.6,incidence.7,incidence.8,incidence.9,incidence.10,incidence.11,incidence.12,incidence.13,incidence.14,incidence.15,incidence.16,incidence.17,incidence.18,incidence.19,incidence.20,incidence.21,incidence.22,incidence.23,incidence.24,incidence.25,incidence.26,incidence.27,incidence.28,incidence.29,incidence.30,incidence.31,incidence.32,incidence.33,incidence.34,incidence.35,incidence.36,incidence.37,incidence.38,incidence.39,incidence.40,incidence.41,incidence.42,incidence.43,incidence.44,incidence.45,incidence.46,incidence.47,incidence.48,incidence.49,incidence.50,incidence.51,incidence.52,incidence.53,incidence.54,incidence.55,incidence.56,incidence.57,incidence.58,incidence.59,incidence.60,incidence.61,incidence.62,incidence.63,incidence.64,incidence.65,incidence.66,incidence.67,incidence.68,incidence.69,incidence.70,incidence.71,incidence.72,incidence.73,incidence.74,incidence.75,incidence.76,incidence.77,incidence.78,incidence.79,incidence.80,incidence.81,incidence.82,incidence.83,incidence.84,incidence.85,incidence.86,incidence.87,incidence.88,incidence.89,incidence.90,incidence.91,incidence.92,incidence.93,incidence.94,incidence.95,incidence.96,phi,R0,recovery_time,incubation_period,pred_incidence.1,pred_incidence.2,pred_incidence.3,pred_incidence.4,pred_incidence.5,pred_incidence.6,pred_incidence.7,pred_incidence.8,pred_incidence.9,pred_incidence.10,pred_incidence.11,pred_incidence.12,pred_incidence.13,pred_incidence.14,pred_incidence.15,pred_incidence.16,pred_incidence.17,pred_incidence.18,pred_incidence.19,pred_incidence.20,pred_incidence.21,pred_incidence.22,pred_incidence.23,pred_incidence.24,pred_incidence.25,pred_incidence.26,pred_incidence.27,pred_incidence.28,pred_incidence.29,pred_incidence.30,pred_incidence.31,pred_incidence.32,pred_incidence.33,pred_incidence.34,pred_incidence.35,pred_incidence.36,pred_incidence.37,pred_incidence.38,pred_incidence.39,pred_incidence.40,pred_incidence.41,pred_incidence.42,pred_incidence.43,pred_incidence.44,pred_incidence.45,pred_incidence.46,pred_incidence.47,pred_incidence.48,pred_incidence.49,pred_incidence.50,pred_incidence.51,pred_incidence.52,pred_incidence.53,pred_incidence.54,pred_incidence.55,pred_incidence.56,pred_incidence.57,pred_incidence.58,pred_incidence.59,pred_incidence.60,pred_incidence.61,pred_incidence.62,pred_incidence.63,pred_incidence.64,pred_incidence.65,pred_incidence.66,pred_incidence.67,pred_incidence.68,pred_incidence.69,pred_incidence.70,pred_incidence.71,pred_incidence.72,pred_incidence.73,pred_incidence.74,pred_incidence.75,pred_incidence.76,pred_incidence.77,pred_incidence.78,pred_incidence.79,pred_incidence.80,pred_incidence.81,pred_incidence.82,pred_incidence.83,pred_incidence.84,pred_incidence.85,pred_incidence.86,pred_incidence.87,pred_incidence.88,pred_incidence.89,pred_incidence.90,pred_incidence.91,pred_incidence.92,pred_incidence.93,pred_incidence.94,pred_incidence.95,pred_incidence.96
# Adaptation terminated
# Step size = 0.0158096
# Diagonal elements of inverse mass matrix:
# 0.0207521, 0.0122357, 0.0257307, 0.0360298
-555.368,0.807618,0.0158096,7,147,0,560.195,0.880579,1.97129,0.890891,0.0958238,6.79997e+06,6.79995e+06,6.79992e+06,6.79987e+06,6.7998e+06,6.79969e+06,6.79951e+06,6.79924e+06,6.79883e+06,6.79819e+06,6.79721e+06,6.79569e+06,6.79337e+06,6.78979e+06,6.78428e+06,6.77582e+06,6.76284e+06,6.74296e+06,6.71261e+06,6.66649e+06,6.59687e+06,6.49291e+06,6.34008e+06,6.12055e+06,5.81552e+06,5.41088e+06,4.90614e+06,4.32321e+06,3.70752e+06,3.11585e+06,2.59624e+06,2.17378e+06,1.85001e+06,1.61185e+06,1.44117e+06,1.32073e+06,1.23647e+06,1.17781e+06,1.13708e+06,1.10884e+06,1.08928e+06,1.07574e+06,1.06637e+06,1.05989e+06,1.05541e+06,1.05231e+06,1.05017e+06,1.04868e+06,1.04766e+06,1.04695e+06,1.04646e+06,1.04612e+06,1.04589e+06,1.04573e+06,1.04561e+06,1.04554e+06,1.04548e+06,1.04545e+06,1.04542e+06,1.0454e+06,1.04539e+06,1.04538e+06,1.04538e+06,1.04537e+06,1.04537e+06,1.04537e+06,1.04537e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,1.04536e+06,11.5227,18.8477,29.1476,44.9012,69.1494,106.489,163.99,252.532,388.866,598.768,921.889,1419.19,2184.29,3360.8,5168.43,7942.29,12190.6,18677.8,28538.8,43423.9,65653.8,98316.7,145140,209813,294319,396012,504247,599409,658010,663640,616244,531445,431055,333347,248863,181203,129684,91740,64398.2,44974.8,31304.2,21740.4,15076.2,10444.5,7230.92,5003.86,3461.66,2394.27,1655.77,1144.94,791.659,547.36,378.437,261.64,180.888,125.057,86.4582,59.7724,41.3232,28.5684,19.7505,13.6543,9.43971,6.52602,4.51168,3.1191,2.15635,1.49076,1.03062,0.712505,0.492581,0.340539,0.235428,0.16276,0.112522,0.0777904,0.0537794,0.0371797,0.0257037,0.0177699,0.012285,0.00849315,0.00587168,0.00405923,0.00280629,0.0019402,0.00134123,0.000927361,0.000641037,0.000443269,0.000306362,0.000211921,0.000146397,0.000101303,7.00709e-05,4.84446e-05,8.70211,12.6617,19.4176,29.8944,46.0367,70.8963,109.179,168.13,258.905,398.673,613.853,945.077,1454.79,2238.88,3444.28,5295.62,8134.9,12479.6,19105.1,29155.7,44280,66762.5,99569.8,146132,209549,290867,386437,485483,570431,622170,628519,589996,518530,430894,342091,261991,195178,142414,102331,72710.1,51248.3,35913.9,25065.3,17443.6,12115,8402.38,5821.76,4030.98,2789.73,1930.07,1335,923.263,638.441,441.452,305.228,211.032,145.903,100.872,69.7382,48.2134,33.3322,23.0439,15.9312,11.0139,7.61433,5.26408,3.63926,2.51595,1.73937,1.20249,0.831328,0.574728,0.397331,0.27469,0.189903,0.131287,0.0907634,0.0627481,0.04338,0.0299902,0.0207333,0.0143339,0.00990962,0.00685076,0.00473618,0.00327448,0.00226358,0.00156511,0.00108188,0.000748105,0.000517046,0.000357658,0.000247074,0.000170969,0.000118259,8.176e-05,7.60676,16.9121,30.9765,52.6065,85.9137,137.207,216.197,337.84,525.161,813.612,1257.77,1941.61,2994.37,4614.72,7107.93,10942.4,16835.2,25881.5,39744.9,60934.8,93194.4,142010,215211,323509,480611,702242,1.00318e+06,1.39189e+06,1.86404e+06,2.39834e+06,2.95899e+06,3.50478e+06,4.00041e+06,4.42391e+06,4.76788e+06,5.03608e+06,5.23867e+06,5.38804e+06,5.49619e+06,5.57348e+06,5.62817e+06,5.6666e+06,5.69349e+06,5.71222e+06,5.72525e+06,5.73429e+06,5.74055e+06,5.74489e+06,5.7479e+06,5.74998e+06,5.75141e+06,5.75241e+06,5.7531e+06,5.75357e+06,5.7539e+06,5.75413e+06,5.75429e+06,5.75439e+06,5.75447e+06,5.75452e+06,5.75456e+06,5.75458e+06,5.7546e+06,5.75461e+06,5.75462e+06,5.75462e+06,5.75463e+06,5.75463e+06,5.75463e+06,5.75463e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,16.3089,29.5738,50.3941,82.5009,131.95,208.103,325.376,505.97,784.066,1212.29,1871.62,2886.69,4449.17,6853.6,10552.2,16238,24970.2,38361.1,58850,90090.6,137474,208773,314781,469641,690161,993109,1.38962e+06,1.87738e+06,2.43447e+06,3.02051e+06,3.58751e+06,4.09478e+06,4.51894e+06,4.8548e+06,5.10997e+06,5.29807e+06,5.43385e+06,5.53045e+06,5.59852e+06,5.64619e+06,5.67942e+06,5.70252e+06,5.71855e+06,5.72966e+06,5.73736e+06,5.74269e+06,5.74637e+06,5.74892e+06,5.75069e+06,5.75191e+06,5.75275e+06,5.75333e+06,5.75373e+06,5.75401e+06,5.75421e+06,5.75434e+06,5.75443e+06,5.75449e+06,5.75454e+06,5.75457e+06,5.75459e+06,5.7546e+06,5.75461e+06,5.75462e+06,5.75463e+06,5.75463e+06,5.75463e+06,5.75463e+06,5.75463e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,5.75464e+06,16.3089,13.2649,20.8203,32.1068,49.4496,76.1525,117.273,180.594,278.096,428.219,659.334,1015.07,1562.47,2404.44,3698.6,5685.77,8732.17,13391,20488.9,31240.6,47383.9,71298.3,106008,154860,220520,302948,396507,487761,557090,586046,566999,507266,424159,335866,255162,188105,135777,96604.3,68072.7,47661.5,33229.6,23103.1,16032.9,11112.8,7696.12,5326.97,3685.75,2549.53,1763.26,1219.33,843.126,582.956,403.055,278.663,192.659,133.196,92.0849,63.6627,44.0127,30.4278,21.036,14.543,10.0541,6.95079,4.80535,3.32211,2.2967,1.58779,1.0977,0.758881,0.524643,0.362706,0.250751,0.173354,0.119846,0.0828539,0.0572798,0.0395997,0.0273768,0.0189266,0.0130846,0.00904564,0.00625368,0.00432371,0.00298896,0.00206612,0.0014289,0.0009873,0.000683041,0.000471788,0.000326601,0.000225295,0.000156309,0.000107576,7.45067e-05,5.15915e-05,10.4358,2.21272,1.12247,1.13562,8,16,12,39,53,71,95,64,286,257,1066,964,1218,2867,1714,7346,10226,16984,31834,31156,37772,54021,110503,263467,294887,551534,394477,552426,612148,471744,834981,441382,510572,317506,346052,166580,152205,76812,68575,48920,46562,31939,18266,11723,7659,5614,3169,2559,1496,1505,760,1189,322,272,175,122,57,44,35,31,13,20,21,10,2,4,3,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-556.582,0.885595,0.0158096,8,255,0,557.519,0.888308,1.96241,0.884479,0.0898339,6.79997e+06,6.79995e+06,6.79992e+06,6.79987e+06,6.7998e+06,6.79968e+06,6.79951e+06,6.79923e+06,6.79881e+06,6.79816e+06,6.79715e+06,6.7956e+06,6.79321e+06,6.78952e+06,6.78384e+06,6.77509e+06,6.76164e+06,6.741e+06,6.70943e+06,6.66137e+06,6.58876e+06,6.48022e+06,6.32067e+06,6.09172e+06,5.77445e+06,5.35551e+06,4.83661e+06,4.24301e+06,3.62323e+06,3.03499e+06,2.52463e+06,2.11404e+06,1.80204e+06,1.574e+06,1.41135e+06,1.29698e+06,1.21718e+06,1.16176e+06,1.12335e+06,1.09677e+06,1.07839e+06,1.06569e+06,1.05692e+06,1.05086e+06,1.04668e+06,1.04379e+06,1.0418e+06,1.04042e+06,1.03947e+06,1.03881e+06,1.03836e+06,1.03805e+06,1.03783e+06,1.03768e+06,1.03758e+06,1.03751e+06,1.03746e+06,1.03743e+06,1.0374e+06,1.03739e+06,1.03737e+06,1.03737e+06,1.03736e+06,1.03736e+06,1.03736e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,1.03735e+06,11.4768,18.8054,29.1425,44.9882,69.4303,107.149,165.355,255.174,393.768,607.6,937.466,1446.22,2230.58,3439.2,5300,8161.15,12551.6,19268,29494,44949.9,68050.9,101994,150593,217509,304416,407898,516090,608223,660718,658718,604615,515821,414456,317990,235876,170857,121767,85843,60084.5,41857.5,29069.9,20148,13945.6,9643.91,6665.15,4604.6,3180.2,2196.02,1516.22,1046.77,722.629,498.839,344.344,237.693,164.072,113.253,78.1737,53.9597,37.2459,25.709,17.7456,12.2489,8.45481,5.83592,4.02824,2.78048,1.91922,1.32474,0.9144,0.631163,0.435659,0.300713,0.207566,0.143272,0.0988934,0.068261,0.0471171,0.0325225,0.0224486,0.0154951,0.0106954,0.00738248,0.00509585,0.00351741,0.00242779,0.00167591,0.00115673,0.000798459,0.000551148,0.000380433,0.000262585,0.000181318,0.000125064,8.64398e-05,5.96735e-05,4.11944e-05,8.75931,12.7837,19.6481,30.3136,46.7813,72.1958,111.416,171.939,265.332,409.434,631.757,974.699,1503.56,2318.79,3574.67,5507.48,8477.59,13031.1,19987.3,30555.8,46478.1,70161.1,104711,153668,220103,304727,403093,503246,586574,633855,634041,589436,513404,423246,333719,254097,188375,136887,98017,69437.1,48813.5,34127.9,23768.3,16508.4,11444.2,7923.05,5480.22,3788.14,2617.35,1807.86,1248.46,862.03,595.149,410.864,283.629,195.789,135.15,93.2902,64.3949,44.4492,30.6813,21.1779,14.6181,10.0901,6.96472,4.80739,3.3183,2.29045,1.58098,1.09127,0.753246,0.519927,0.358879,0.247715,0.170985,0.118022,0.0814646,0.0562309,0.0388133,0.0267907,0.0184922,0.0127642,0.00881065,0.00608153,0.00419761,0.00289761,0.00199997,0.00138052,0.000952925,0.000657762,0.000454004,0.000313496,0.000216234,0.000149453,0.000103174,7.12243e-05,7.5786,16.8941,31.0087,52.7627,86.3321,138.138,218.088,341.47,531.872,825.688,1279.06,1978.58,3057.74,4722.23,7288.72,11244.1,17335.3,26704.8,41091.3,63121.3,96715.1,147620,224026,337101,501033,731867,1.04421e+06,1.44552e+06,1.92948e+06,2.47243e+06,3.03672e+06,3.58071e+06,4.0701e+06,4.48476e+06,4.81905e+06,5.07807e+06,5.27267e+06,5.41551e+06,5.51855e+06,5.59193e+06,5.64372e+06,5.68003e+06,5.70536e+06,5.72299e+06,5.73521e+06,5.74368e+06,5.74954e+06,5.7536e+06,5.7564e+06,5.75833e+06,5.75967e+06,5.76059e+06,5.76123e+06,5.76167e+06,5.76197e+06,5.76218e+06,5.76233e+06,5.76243e+06,5.7625e+06,5.76254e+06,5.76258e+06,5.7626e+06,5.76262e+06,5.76263e+06,5.76263e+06,5.76264e+06,5.76264e+06,5.76264e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,16.3379,29.6778,50.6568,83.0763,133.113,210.334,329.504,513.409,797.204,1235.12,1910.82,2953.28,4561.3,7041.03,10863.4,16751.5,25812.9,39735.9,61078.7,93677.1,143193,217781,328737,490768,721136,1.03659e+06,1.4473e+06,1.94877e+06,2.51606e+06,3.10629e+06,3.67076e+06,4.17014e+06,4.58351e+06,4.90801e+06,5.15277e+06,5.33217e+06,5.46105e+06,5.5524e+06,5.61657e+06,5.66137e+06,5.69254e+06,5.71416e+06,5.72913e+06,5.73949e+06,5.74666e+06,5.75161e+06,5.75502e+06,5.75739e+06,5.75902e+06,5.76014e+06,5.76092e+06,5.76145e+06,5.76182e+06,5.76208e+06,5.76226e+06,5.76238e+06,5.76246e+06,5.76252e+06,5.76256e+06,5.76259e+06,5.76261e+06,5.76262e+06,5.76263e+06,5.76264e+06,5.76264e+06,5.76264e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,5.76265e+06,16.3379,13.3399,20.979,32.4196,50.037,77.2207,119.17,183.905,283.795,437.919,675.697,1042.46,1608.02,2479.72,3822.37,5888.15,9061.31,13923,21342.8,32598.4,49516.1,74587.9,110956,162031,230367,315457,410712,501463,567290,590231,564471,499381,413367,324498,244766,179395,128883,91349.6,64166.2,44805.4,31164.8,21621.7,14975.6,10360.8,7162.75,4949.36,3418.78,2360.99,1630.23,1125.53,777.019,536.395,370.274,255.595,176.43,121.784,84.0624,58.0247,40.0518,27.6458,19.0825,13.1717,9.09178,6.27557,4.33172,2.98995,2.06381,1.42454,0.983289,0.678712,0.468481,0.323367,0.223204,0.154067,0.106344,0.0734034,0.0506666,0.0349726,0.0241398,0.0166625,0.0115013,0.00793867,0.00547936,0.00378239,0.00261101,0.00180173,0.00124408,0.00085852,0.000592625,0.00040908,0.000282395,0.000194739,0.000134798,9.25558e-05,6.41402e-05,4.42816e-05,11.1317,2.21872,1.13061,1.12574,19,8,12,47,72,111,78,102,194,645,1045,984,2094,3309,3978,8398,9403,11402,26113,42338,35887,99045,187401,182847,229604,197551,342911,328758,778189,516488,991362,330469,439946,383886,239072,178791,71923,56672,47970,52125,24426,30818,12686,11501,6576,7602,3239,1082,904,304,686,934,508,217,165,86,78,70,57,42,21,14,11,14,1,2,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
